course_code,course_name_chatgpt,course_name_manual,faculty_chatgpt,level_chatgpt,level_manual,sdgs_chatgpt,sdgs_manual,comparison_status,color,manual_source
CEGM2007,Resilient Deltas,Resilient Deltas,Civil Engineering and Geosciences,MSc,,"[6, 9, 11, 13, 17]","[6, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CEGM2008,Monitoring of Structural Health and Geohazards,Monitoring of Structural Health and Geohazards,Civil Engineering and Geosciences,MSc,,"[9, 11]","[9, 11]",match,GREEN,CEG.csv
CEGM2009,Construction Technology & Management,Construction Technology & Management,Civil Engineering and Geosciences,MSc,,"[6, 9, 12, 13, 17]","[9, 11, 13]",mismatch,ORANGE,CEG.csv
CEGM3000,Multidisciplinary Project (MDP),,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CESE4000,Software Fundamentals,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4005,Hardware Fundamentals,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4015,Software Systems,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4020,Effective and Responsible Engineering,,"Electrical Engineering, Mathematics and Computer Science",MSc,,"[4, 16]",[],only_chatgpt,RED,
CESE4025,Real-time Systems,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4030,Embedded Systems Laboratory,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4035,Computer Arithmetic,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4040,Processor Design Project,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4045,High-performance data networking,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4055,Ad hoc and Sensor Networks,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4060,Wireless IoT and Local Area Networks,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4065,Advanced Practical I.o.T. and Seminar,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[9],[],only_chatgpt,RED,
CESE4085,Modern Computer Architectures,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4090,Reconfigurable Computing Design,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4115,Embedded Computer Architecture 2,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4120,Smart Phone Sensing,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE4130,Computer Engineering,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE5000,Thesis Project,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE5010,Industry Internship,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE5020,Research Internship (10-15 EC),,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CESE5030,EDA-Based VLSI System and PCB Design,,"Electrical Engineering, Mathematics and Computer Science",MSc,,[],[],only_chatgpt,RED,
CH3013,Interfaces and Particles,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3044A,Process Dynamics and Control,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3051,Applied Transport Phenomena,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3061,Multiphase Reactor Engineering,Multiphase Reactor Engineering,Applied Sciences,MSc,,[],[12],mismatch,ORANGE,AS.csv
CH3065,Multiphase Reactor Eng. II - Design Proj,Multiphase Reactor Eng. II - Design Proj,Applied Sciences,MSc,,[],[12],mismatch,ORANGE,AS.csv
CH3073,"Separation Processes, Design and Operation",,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3085,Chemical Process Technology: Present & Future,Chemical Process Technology: Present & Future,Applied Sciences,MSc,,"[9, 12, 13]","[7, 12, 13]",mismatch,ORANGE,AS.csv
CH3102,Catalysis for Energy and Circularity,Catalysis for Energy and Circularity,Applied Sciences,MSc,,"[7, 9, 12, 13]","[7, 12, 13]",mismatch,ORANGE,AS.csv
CH3112,Artificial Intelligence in (Bio-)Chemical Engineering,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3133,Computational Practicum,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3143,Advanced Thermodynamics,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3153,Molecular Transport Phenomena,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3175,Solid State Materials,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3291,International Design Contest,,Applied Sciences,MSc,,[9],[],only_chatgpt,RED,
CH3301,Foreign Excursion Tour TG,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3373,Soft Materials Engineering,Soft Materials Engineering,Applied Sciences,MSc,,"[3, 7, 9]","[3, 7]",mismatch,ORANGE,AS.csv
CH3375,Soft Matter - Analytically Relevant Techniques,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3382,Molecular Engineering of Soft Materials in Health Care,Molecular Engineering of Soft Materials in Health Care,Applied Sciences,MSc,,[3],"[3, 9, 13]",mismatch,ORANGE,AS.csv
CH3412,Biological Transport Phenomena,Biological Transport Phenomena,Applied Sciences,MSc,,[],"[3, 9, 13]",mismatch,ORANGE,AS.csv
CH3421,Computational Transport Phenomena,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3513,Electrochemistry for Renewable Energy,Electrochemistry for Renewable Energy,Applied Sciences,MSc,,"[6, 7, 9, 13]","[7, 9, 13]",mismatch,ORANGE,AS.csv
CH3531,Functional Ceramics,Functional Ceramics,Applied Sciences,MSc,,"[7, 9]","[7, 13]",mismatch,ORANGE,AS.csv
CH3543,Inorganic Materials Chemistry for Energy and Circularity,Inorganic Materials Chemistry for Energy and Circularity,Applied Sciences,MSc,,"[7, 9, 12, 13]","[7, 12, 13]",mismatch,ORANGE,AS.csv
CH3564,Particle Technology for Health and Energy,Particle Technology for Health and Energy,Applied Sciences,MSc,,"[3, 7, 9, 12]","[3, 7, 9, 12]",match,GREEN,AS.csv
CH3622,Process Intensification,Process Intensification,Applied Sciences,MSc,,"[7, 9, 12, 13]","[7, 9, 12, 13]",match,GREEN,AS.csv
CH3673,Computational Approaches for Chemistry and Materials,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3682A,Reactors and Kinetics,Reactors and Kinetics,Applied Sciences,MSc,,[9],[12],mismatch,ORANGE,AS.csv
CH3702,Industrial Internship,,Applied Sciences,MSc,,"[8, 9]",[],only_chatgpt,RED,
CH3715,External Research Project,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3718,External Research Project,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3724,Industrial Internship (Extended),,Applied Sciences,MSc,,"[8, 9]",[],only_chatgpt,RED,
CH3764,Nuclear Medicine,Nuclear Medicine,Applied Sciences,MSc,,[3],[3],match,GREEN,AS.csv
CH3765,Advanced Materials Characterisation,Advanced Materials Characterisation,Applied Sciences,MSc,,[],"[7, 9]",mismatch,ORANGE,AS.csv
CH3771,Nuclear Chemistry,Nuclear Chemistry,Applied Sciences,MSc,,[],"[3, 9]",mismatch,ORANGE,AS.csv
CH3783,Materials Chemistry for the Nuclear Fuel Cycle,Materials Chemistry for the Nuclear Fuel Cycle,Applied Sciences,MSc,,[],"[7, 12]",mismatch,ORANGE,AS.csv
CH3803,Product and Process Design,Product and Process Design,Applied Sciences,MSc,,[3],"[9, 12]",mismatch,ORANGE,AS.csv
CH3843,Design Project,Design Project,Applied Sciences,MSc,,[],"[9, 12]",mismatch,ORANGE,AS.csv
CH3921,Sustainable Polymer Materials,Sustainable Polymer Materials,Applied Sciences,MSc,,"[9, 12, 13]","[9, 12, 13, 14, 15]",mismatch,ORANGE,AS.csv
CH3924,External Research Project,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3930,MSc Thesis Work,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3942,MSc Thesis Work,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3982,Literature Study,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CH3991,Research Project,,Applied Sciences,MSc,,[],[],only_chatgpt,RED,
CIEM0000,Interdisciplinary Mechanics and Design for CE,Interdisciplinary Mechanics and Design for CE,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM0120,Research Internship,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM0400,Thesis Preparation,,Civil Engineering and Geosciences,MSc,,[16],[],only_chatgpt,RED,
CIEM0500,Master Thesis,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM1000-25,Base: Structural & Materials Enigineering,Base: Structural & Materials Enigineering,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEM1110,Module A: Modelling and Characterisation,Module A: Modelling and Characterisation,Civil Engineering and Geosciences,BSc,,[9],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM1230,"Module B1: Technology, Durability, and Performance","Module B1: Technology, Durability, and Performance",Civil Engineering and Geosciences,MSc,,"[9, 12]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEM1240,"Module B2: Technology, Durability, and Modelling","Module B2: Technology, Durability, and Modelling",Civil Engineering and Geosciences,MSc,,[9],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM1301,Advanced Computation Mechanics,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM1302,Forensic Construction Materials Engineering,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM1303,Upscaling Techniques in Construction Materials Design and Engineering,Upscaling Techniques in Construction Materials Design and Engineering,Civil Engineering and Geosciences,MSc,,[9],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM1304,Glass Science and Engineering,,Civil Engineering and Geosciences,MSc,,"[9, 12, 13]",[],only_chatgpt,RED,
CIEM2000,Base: Geotechnical Engineering,,Civil Engineering and Geosciences,MSc,,"[16, 17]",[],only_chatgpt,RED,
CIEM2110,Module A: Geotechnical modelling,,Civil Engineering and Geosciences,MSc,,[16],[],only_chatgpt,RED,
CIEM2210,Geotechnical Design,,Civil Engineering and Geosciences,MSc,,[16],[],only_chatgpt,RED,
CIEM2220,Advanced Soil Mechanics,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM2230,Delta Geotechnics,Delta Geotechnics,Civil Engineering and Geosciences,MSc,,[16],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM2301,Offshore Geotechnical Engineering,Offshore Geotechnical Engineering,Civil Engineering and Geosciences,MSc,,"[7, 9, 13]","[7, 9, 13]",match,GREEN,CEG.csv
CIEM2302,Trenchless Technologies,Trenchless Technologies,Civil Engineering and Geosciences,MSc,,[9],"[6, 9, 11]",mismatch,ORANGE,CEG.csv
CIEM2303,Rock Mechanics Applications,,Civil Engineering and Geosciences,MSc,,[9],[],only_chatgpt,RED,
CIEM2304,Environmental and Energy Geotechnics,Environmental and Energy Geotechnics,Civil Engineering and Geosciences,MSc,,"[7, 9, 13]","[7, 9, 13]",match,GREEN,CEG.csv
CIEM3000-25,Base: Hydraulic Engineering Fundamentals and Environments Part I,Base: Hydraulic Engineering Fundamentals and Environments Part I,Civil Engineering and Geosciences,MSc,,"[6, 13, 15]","[6, 9]",mismatch,ORANGE,CEG.csv
CIEM3110,Hydraulic Engineering Fundamentals and Environments Part II,Hydraulic Engineering Fundamentals and Environments Part II,Civil Engineering and Geosciences,MSc,,"[6, 9, 13]","[6, 9, 13, 14]",mismatch,ORANGE,CEG.csv
CIEM3210,Coastal Engineering,Coastal Engineering,Civil Engineering and Geosciences,MSc,,"[9, 13]","[6, 9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM3220,River Engineering,River Engineering,Civil Engineering and Geosciences,MSc,,"[6, 15, 17]","[6, 9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM3301,Building with Nature,Building with Nature,Civil Engineering and Geosciences,MSc,,"[13, 14, 15]","[6, 13, 14, 15]",mismatch,ORANGE,CEG.csv
CIEM3302,Dredging for Sustainable Infrastructure,Dredging for Sustainable Infrastructure,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13]","[6, 9, 13, 14]",mismatch,ORANGE,CEG.csv
CIEM3303,Advanced Modelling of Turbulent Flows and Transport,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM3304,Physical Oceanography,Physical Oceanography,Civil Engineering and Geosciences,MSc,,"[13, 14]","[6, 13, 14]",mismatch,ORANGE,CEG.csv
CIEM4000,Base: Hydraulic and Offshore Structures,Base: Hydraulic and Offshore Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM4110,Hydraulic Structures,Hydraulic Structures,Civil Engineering and Geosciences,MSc,,[9],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM4120,Offshore Structures,Offshore Structures,Civil Engineering and Geosciences,MSc,,[9],"[7, 9, 13]",mismatch,ORANGE,CEG.csv
CIEM4210,Marine Renewables,Marine Renewables,Civil Engineering and Geosciences,MSc,,"[7, 9, 13, 16]","[7, 9, 13]",mismatch,ORANGE,CEG.csv
CIEM4220,"Dams, Dikes and Breakwaters","Dams, Dikes and Breakwaters",Civil Engineering and Geosciences,MSc,,"[6, 9, 11, 13, 16]","[6, 9, 11, 13]",match,GREEN,CEG.csv
CIEM4230,Floating and Submerged Structures,Floating and Submerged Structures,Civil Engineering and Geosciences,MSc,,"[9, 11, 16]","[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM4301,Onshore Hydropower,Onshore Hydropower,Civil Engineering and Geosciences,MSc,,"[7, 9, 13]","[7, 9, 13]",match,GREEN,CEG.csv
CIEM4302,Cold Regions Engineering,Cold Regions Engineering,Civil Engineering and Geosciences,MSc,,[13],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM4303,Flood Risk,Flood Risk,Civil Engineering and Geosciences,MSc,,"[6, 9, 13]","[11, 13]",mismatch,ORANGE,CEG.csv
CIEM4304,Hydraulics Fieldwork,Hydraulics Fieldwork,Civil Engineering and Geosciences,MSc,,[],"[11, 13]",mismatch,ORANGE,CEG.csv
CIEM4305,Marine Renewable Technologies,Marine Renewable Technologies,Civil Engineering and Geosciences,MSc,,"[7, 9, 13, 17]","[7, 13, 14, 17]",mismatch,ORANGE,CEG.csv
CIEM5000,Base: Structural Engineering,Base: Structural Engineering,Civil Engineering and Geosciences,MSc,,"[12, 13]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5110,Structural Mechanics and Dynamics,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM5120,Design of Structural Components,Design of Structural Components,Civil Engineering and Geosciences,MSc,,"[9, 12, 13]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5130,Design of Civil Structures and Infrastructures,Design of Civil Structures and Infrastructures,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13, 16]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5210,Applied Mechanics of Structures,Applied Mechanics of Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5220,Applied Dynamics of Structures,Applied Dynamics of Structures,Civil Engineering and Geosciences,MSc,,"[7, 9, 13]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5230,Concrete Structures,Concrete Structures,Civil Engineering and Geosciences,MSc,,"[9, 12, 13]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5240-24,Steel and Composite Structures,Steel and Composite Structures,Civil Engineering and Geosciences,MSc,,"[7, 9, 12, 13, 16]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5250,Building Engineering,Building Engineering,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5260,Transportation Infrastructures,Transportation Infrastructures,Civil Engineering and Geosciences,MSc,,"[9, 11, 13]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5301,Shell Structures,Shell Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5304,CO2 Neutral Structures,CO2 Neutral Structures,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13]","[9, 11, 12, 13]",match,GREEN,CEG.csv
CIEM5305,Fire Safety Design,Fire Safety Design,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5306,Assessment of Existing Concrete Structures,Assessment of Existing Concrete Structures,Civil Engineering and Geosciences,MSc,,[16],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEM5307,Forensic Structural Engineering,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEM5308,Parametric Design and Digital Fabrication,,Civil Engineering and Geosciences,MSc,,"[9, 17]",[],only_chatgpt,RED,
CIEM5309,Advanced Building Physics,Advanced Building Physics,Civil Engineering and Geosciences,MSc,,"[3, 9, 13]","[7, 11, 13]",mismatch,ORANGE,CEG.csv
CIEM5310,Contact and Interface Mechanics for Engineering Structures,Contact and Interface Mechanics for Engineering Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM5311,Transportation Infrastructures under Extreme Conditions,Transportation Infrastructures under Extreme Conditions,Civil Engineering and Geosciences,MSc,,"[9, 11, 13]","[9, 11, 13]",match,GREEN,CEG.csv
CIEM5312,Emerging Technologies for Transportation Infrastructure,Emerging Technologies for Transportation Infrastructure,Civil Engineering and Geosciences,MSc,,"[7, 9, 11, 12, 13]","[9, 11, 12, 13]",mismatch,ORANGE,CEG.csv
CIEM6000,Base: Traffic and Transport Engineering,Base: Traffic and Transport Engineering,Civil Engineering and Geosciences,MSc,,"[9, 10, 11, 13, 16]","[3, 9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM6110,Methods in Traffic and Transport Engineering,Methods in Traffic and Transport Engineering,Civil Engineering and Geosciences,MSc,,"[9, 11]","[9, 11, 12, 13]",mismatch,ORANGE,CEG.csv
CIEM6250,Transport Systems Design,Transport Systems Design,Civil Engineering and Geosciences,MSc,,"[9, 11, 12, 13]","[9, 11, 12, 13]",match,GREEN,CEG.csv
CIEM6301,Railway Traffic Management,Railway Traffic Management,Civil Engineering and Geosciences,MSc,,"[7, 9, 12, 13, 16]","[7, 9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEM6302,Advanced Data Science for Traffic and Transportation Engineering,,Civil Engineering and Geosciences,MSc,,"[9, 11, 17]",[],only_chatgpt,RED,
CIEM6303,Innovations and Transitions for Sustainable Transport,Innovations and Transitions for Sustainable Transport,Civil Engineering and Geosciences,MSc,,"[5, 6, 8, 9, 11, 13, 17]","[9, 11, 12, 13]",mismatch,ORANGE,CEG.csv
CIEM6304,eXtended Reality for Civil Engineering,eXtended Reality for Civil Engineering,Civil Engineering and Geosciences,MSc,,[9],"[4, 9, 13]",mismatch,ORANGE,CEG.csv
CIEM6305,Active Modes: Traffic and Transportation,Active Modes: Traffic and Transportation,Civil Engineering and Geosciences,MSc,,"[9, 11]","[3, 9, 11]",mismatch,ORANGE,CEG.csv
CIEQ1000,Micromechanics and Computational Modelling of Building Materials,,Civil Engineering and Geosciences,MSc,,[9],[],only_chatgpt,RED,
CIEQ1004,Concrete - Science and Technology,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEQ1211,Repair and Maintenance of Construction Materials,Repair and Maintenance of Construction Materials,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ2001,Consolidation of Soils,Consolidation of Soils,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ2003A,Soil-structure Interaction,Soil-structure Interaction,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ2003B,Deep Excavations,Deep Excavations,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ2111,Numerical Modelling in Geo-Engineering,,Civil Engineering and Geosciences,MSc,,"[9, 16]",[],only_chatgpt,RED,
CIEQ2112,Engineering Geology,Engineering Geology,Civil Engineering and Geosciences,MSc,,[16],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ2211,Risk and Variability in Geo-Engineering,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEQ2212A,Design of Embankments,Design of Embankments,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEQ2212B,Bored and Immersed Tunneling,Bored and Immersed Tunneling,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEQ2222,Experimental Methods in Geotechnical Engineering,Experimental Methods in Geotechnical Engineering,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEQ2223,Soil Dynamics,Soil Dynamics,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEQ3001,Computational Modelling of Flow and Tranport,,Civil Engineering and Geosciences,MSc,,"[6, 9]",[],only_chatgpt,RED,
CIEQ3002,Ocean Waves,Ocean Waves,Civil Engineering and Geosciences,MSc,,[14],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ3003,River Dynamics 1,River Dynamics 1,Civil Engineering and Geosciences,MSc,,[6],"[6, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3111,Coastal Dynamics 1,Coastal Dynamics 1,Civil Engineering and Geosciences,MSc,,[13],"[6, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3112,Ports and Waterways 1,Ports and Waterways 1,Civil Engineering and Geosciences,MSc,,"[6, 9, 11, 12, 13]","[9, 11, 12, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3211A,Sediment Dynamics,Sediment Dynamics,Civil Engineering and Geosciences,MSc,,[],"[6, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3211B,Coastal Dynamics 2,Coastal Dynamics 2,Civil Engineering and Geosciences,MSc,,[],"[6, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3221,River Dynamics 2,River Dynamics 2,Civil Engineering and Geosciences,MSc,,[],"[8, 9, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ3231,Ports and Waterways 2,,Civil Engineering and Geosciences,MSc,,"[9, 11]",[],only_chatgpt,RED,
CIEQ4112,Hydraulic Structures 2,Hydraulic Structures 2,Civil Engineering and Geosciences,MSc,,[9],"[6, 9, 11, 13]",mismatch,ORANGE,CEG.csv
CIEQ4223,Breakwaters and Closure Dams,Breakwaters and Closure Dams,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 13, 14]",mismatch,ORANGE,CEG.csv
CIEQ5001,Prestressed Concrete,,Civil Engineering and Geosciences,MSc,,"[9, 12]",[],only_chatgpt,RED,
CIEQ5001A,Timber Structures and Wood Technology,Timber Structures and Wood Technology,Civil Engineering and Geosciences,MSc,,"[9, 12, 13]","[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ5002A,Structural Dynamics,Structural Dynamics,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5002B,Plates and Slabs,Plates and Slabs,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5002C,Analysis of Slender Structures,Analysis of Slender Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5112,Introduction to the Finite Element Method,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEQ5121B,Steel Structures 2,Steel Structures 2,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5211,Computational Modelling of Structures,,Civil Engineering and Geosciences,MSc,,[],[],only_chatgpt,RED,
CIEQ5213,Plastic Analysis of Structures,Plastic Analysis of Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5221,Structural Response to Earthquakes,Structural Response to Earthquakes,Civil Engineering and Geosciences,MSc,,[9],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5222,Random Vibrations,Random Vibrations,Civil Engineering and Geosciences,MSc,,[7],"[7, 9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5234,Capita Selecta Concrete Structures,Capita Selecta Concrete Structures,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ5235,Concrete Bridges,Concrete Bridges,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ5241A,Steel Structures 3,Steel Structures 3,Civil Engineering and Geosciences,MSc,,[9],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ5241B,Fatigue,Fatigue,Civil Engineering and Geosciences,MSc,,[],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
CIEQ5242,Steel Bridges,Steel Bridges,Civil Engineering and Geosciences,MSc,,"[7, 9, 13]","[7, 9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5243A,Capita Selecta Steel and Aluminium Structures,Capita Selecta Steel and Aluminium Structures,Civil Engineering and Geosciences,MSc,,[],"[7, 9, 12]",mismatch,ORANGE,CEG.csv
CIEQ5243B,Fibre-Reinforced Polymer (FRP) Structures,Fibre-Reinforced Polymer (FRP) Structures CIEQ5243B,Civil Engineering and Geosciences,MSc,,[9],"[7, 9, 12]",mismatch,ORANGE,CEG.csv
CIEQ5251A,Architectural History of Buildings,Architectural History of Buildings,Civil Engineering and Geosciences,MSc,,"[9, 11]","[4, 9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5251B,Introduction to Building Physics and Façades,Introduction to Building Physics and Façades,Civil Engineering and Geosciences,MSc,,"[7, 9, 12, 13]","[7, 9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5252,Building Structures 2,Building Structures 2,Civil Engineering and Geosciences,MSc,,"[9, 11, 12]","[9, 11, 12]",match,GREEN,CEG.csv
CIEQ5253,"Structural Design, Special Structures","Structural Design, Special Structures",Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5261A,Structural Pavement Design,Structural Pavement Design,Civil Engineering and Geosciences,MSc,,"[9, 16]","[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5261B,Structural Design of Railway Track,Structural Design of Railway Track,Civil Engineering and Geosciences,MSc,,[9],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5262,Road Paving Materials incl. Laboratory Experiment,Road Paving Materials incl. Laboratory Experiment,Civil Engineering and Geosciences,MSc,,[],"[9, 11]",mismatch,ORANGE,CEG.csv
CIEQ5263,"Production, Construction and Maintenance of Asphalt Concrete Pavements","Production, Construction and Maintenance of Asphalt Concrete Pavements",Civil Engineering and Geosciences,MSc,,[9],"[9, 11, 12]",mismatch,ORANGE,CEG.csv
