Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,Program,SDGs///SDG's,Comments///Toelichting,comparison_status,color,sdgs_chatgpt,sdgs_manual,Internal comments
TRUE,AE4ASM527,Spatial AI for Industrial Automation,https://studiegids.tudelft.nl/courses/study-guide/educations/21184,Yes,MSc,Aerospace Engineering,,"[9, 17]",,only_chatgpt,RED,"[9, 17]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[9, 17];sdgs_manual=[]"
FALSE,AE4S12-23,Space systems engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20684,No,MSc,Aerospace Engineering,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE4T40,Airborne Wind Energy,https://studiegids.tudelft.nl/courses/study-guide/educations/20806,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,match,GREEN,"[7, 9, 13]","[7, 9, 13]","comparison_status=match;color=GREEN;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AE4W02TU,Introduction to Wind Turbines: Physics and Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/20807,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,match,GREEN,"[7, 9, 13]","[7, 9, 13]","comparison_status=match;color=GREEN;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AE4W09,Wind Turbine Design,https://studiegids.tudelft.nl/courses/study-guide/educations/20652,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,match,GREEN,"[7, 9, 13]","[7, 9, 13]","comparison_status=match;color=GREEN;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AE4W13,Site Conditions for Wind Turbine Design,https://studiegids.tudelft.nl/courses/study-guide/educations/20653,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,mismatch,ORANGE,[7],"[7, 9, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7];sdgs_manual=[7, 9, 13]"
TRUE,AE4W21-14,Wind Turbine Aeroelasticity,https://studiegids.tudelft.nl/courses/study-guide/educations/20808,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",,only_chatgpt,RED,"[7, 9, 13]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[]"
TRUE,AE4W30,Wind Resource and Wind Farm Yield,https://studiegids.tudelft.nl/courses/study-guide/educations/20809,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,match,GREEN,"[7, 9, 13]","[7, 9, 13]","comparison_status=match;color=GREEN;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AE4W31,Floating Offshore Wind Energy,https://studiegids.tudelft.nl/courses/study-guide/educations/20810,Yes,MSc,Aerospace Engineering,,"[7, 9, 13]",AE.csv,match,GREEN,"[7, 9, 13]","[7, 9, 13]","comparison_status=match;color=GREEN;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AE5051,Internship,https://studiegids.tudelft.nl/courses/study-guide/educations/20643,Yes,MSc,Aerospace Engineering,,[8],,only_chatgpt,RED,[8],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[8];sdgs_manual=[]
FALSE,AE5060-11,Exchange Period MSc,https://studiegids.tudelft.nl/courses/study-guide/educations/24521,No,MSc,Aerospace Engineering,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE5122,Thesis Aerodynamics and Wind Energy,https://studiegids.tudelft.nl/courses/study-guide/educations/20644,Yes,MSc,Aerospace Engineering,,"[7, 9, 12, 13]",AE.csv,mismatch,ORANGE,[],"[7, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 9, 12, 13]"
FALSE,AE5222,Thesis Flight Performance and Propulsion,https://studiegids.tudelft.nl/courses/study-guide/educations/20759,No,MSc,Aerospace Engineering,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AE5322,Thesis Control and Operations,https://studiegids.tudelft.nl/courses/study-guide/educations/20668,No,MSc,Aerospace Engineering,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AE5722,Thesis Aerospace Structures and Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/20723,Yes,MSc,Aerospace Engineering,,"[9, 12, 13]",AE.csv,mismatch,ORANGE,[],"[9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 12, 13]"
FALSE,AE5822,Thesis Space,https://studiegids.tudelft.nl/courses/study-guide/educations/20687,No,MSc,Aerospace Engineering,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESB2110-21,Differential Equations,https://studiegids.tudelft.nl/courses/study-guide/educations/18434,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESB2122-24,Signals and Systems with Python,https://studiegids.tudelft.nl/courses/study-guide/educations/18435,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESB2140-21,Geophysical Methods for Subsurface Characterisation,https://studiegids.tudelft.nl/courses/study-guide/educations/18436,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 13]",CEG.csv,mismatch,ORANGE,[],"[7, 9, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
FALSE,AESB2210-18,Numerical Mathematics,https://studiegids.tudelft.nl/courses/study-guide/educations/18437,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESB2220-20,Chemical Thermodynamics,https://studiegids.tudelft.nl/courses/study-guide/educations/18438,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESB2230,Sedimentology and Reservoir Geology,https://studiegids.tudelft.nl/courses/study-guide/educations/18439,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 13]",CEG.csv,mismatch,ORANGE,[],"[7, 9, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
FALSE,AESB2320-24,Physical Transport Phenomena,https://studiegids.tudelft.nl/courses/study-guide/educations/18440,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESB2330,Soil Mechanics,https://studiegids.tudelft.nl/courses/study-guide/educations/18441,Yes,BSc,Civil Engineering and Geosciences,,"[9, 11, 13]",CEG.csv,mismatch,ORANGE,[],"[9, 11, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 11, 13]"
TRUE,AESB2342,Rock Mechanics,https://studiegids.tudelft.nl/courses/study-guide/educations/18442,Yes,BSc,Civil Engineering and Geosciences,,"[9, 11]",CEG.csv,mismatch,ORANGE,[],"[9, 11]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[9, 11]"
TRUE,AESB2430,Geological Fieldwork: Data Acquisition,https://studiegids.tudelft.nl/courses/study-guide/educations/18443,Yes,BSc,Civil Engineering and Geosciences,,[15],CEG.csv,mismatch,ORANGE,[],[15],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[15]
TRUE,AESB2431,Geological Fieldwork: Data Integration,https://studiegids.tudelft.nl/courses/study-guide/educations/18444,Yes,BSc,Civil Engineering and Geosciences,,[15],CEG.csv,mismatch,ORANGE,"[9, 15]",[15],"comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 15];sdgs_manual=[15]"
TRUE,AESB2440,Geostatistics and Remote Sensing,https://studiegids.tudelft.nl/courses/study-guide/educations/18445,Yes,BSc,Civil Engineering and Geosciences,,[15],CEG.csv,mismatch,ORANGE,[],[15],comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[15]
TRUE,AESB3110,Geo-resources 1.0: Past and Present,https://studiegids.tudelft.nl/courses/study-guide/educations/17771,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 12, 13, 15]",CEG.csv,mismatch,ORANGE,"[9, 13]","[7, 9, 12, 13, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 13];sdgs_manual=[7, 9, 12, 13, 15]"
TRUE,AESB3111,Political Economy of Geo-resources,https://studiegids.tudelft.nl/courses/study-guide/educations/17772,Yes,BSc,Civil Engineering and Geosciences,,"[8, 9, 12, 13, 17]",,only_chatgpt,RED,"[8, 9, 12, 13, 17]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[8, 9, 12, 13, 17];sdgs_manual=[]"
TRUE,AESB3113,Group Project: Future of Geo-resources,https://studiegids.tudelft.nl/courses/study-guide/educations/17773,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 11, 12, 13]",CEG.csv,mismatch,ORANGE,"[7, 8, 9, 13, 17]","[7, 9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 8, 9, 13, 17];sdgs_manual=[7, 9, 11, 12, 13]"
TRUE,AESB3114,Geo-resources 2.0: Towards the Future,https://studiegids.tudelft.nl/courses/study-guide/educations/17774,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 12, 13]",CEG.csv,mismatch,ORANGE,"[6, 7, 9, 12, 13, 15, 16, 17]","[7, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[6, 7, 9, 12, 13, 15, 16, 17];sdgs_manual=[7, 9, 12, 13]"
TRUE,AESB3340,Mechanics and Transport by Flow in Porous Media,https://studiegids.tudelft.nl/courses/study-guide/educations/18658,Yes,BSc,Civil Engineering and Geosciences,,"[6, 9, 13, 15]",CEG.csv,mismatch,ORANGE,[6],"[6, 9, 13, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[6];sdgs_manual=[6, 9, 13, 15]"
TRUE,AESB3341-18,Petrophysics and Image Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/18659,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 12]",CEG.csv,mismatch,ORANGE,[],"[7, 9, 12]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 9, 12]"
TRUE,AESB3343,Mineral Resource Geology and Modelling,https://studiegids.tudelft.nl/courses/study-guide/educations/18660,Yes,BSc,Civil Engineering and Geosciences,,"[7, 9, 12]",CEG.csv,mismatch,ORANGE,"[7, 8, 9, 12, 13]","[7, 9, 12]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 8, 9, 12, 13];sdgs_manual=[7, 9, 12]"
TRUE,AESB3344,Climate Impacts and Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/18661,Yes,BSc,Civil Engineering and Geosciences,,"[9, 11, 13]",CEG.csv,mismatch,ORANGE,"[9, 13]","[9, 11, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 13];sdgs_manual=[9, 11, 13]"
FALSE,AESB3400,Bachelor Thesis,https://studiegids.tudelft.nl/courses/study-guide/educations/18662,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESB3440,Field Exploration Project,https://studiegids.tudelft.nl/courses/study-guide/educations/18663,No,BSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESM1010,"Earth, Climate and Ethics",https://studiegids.tudelft.nl/courses/study-guide/educations/18730,Yes,MSc,Civil Engineering and Geosciences,,"[4, 11, 12, 13]",CEG.csv,mismatch,ORANGE,"[13, 16]","[4, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[13, 16];sdgs_manual=[4, 11, 12, 13]"
TRUE,AESM1030,Dynamics of Solids and Fluids,https://studiegids.tudelft.nl/courses/study-guide/educations/18731,Yes,MSc,Civil Engineering and Geosciences,,[13],,only_chatgpt,RED,[13],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[13];sdgs_manual=[]
TRUE,AESM2030,Physical Principles of Earth Observation,https://studiegids.tudelft.nl/courses/study-guide/educations/18732,Yes,MSc,Civil Engineering and Geosciences,,"[13, 14, 15]",CEG.csv,mismatch,ORANGE,[],"[13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[13, 14, 15]"
TRUE,AESM2040,Geo-Energy and Geo-Resources in Society,https://studiegids.tudelft.nl/courses/study-guide/educations/21181,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 13]",,only_chatgpt,RED,"[7, 9, 13]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7, 9, 13];sdgs_manual=[]"
TRUE,AESM3004,Economic and Structural Geology,https://studiegids.tudelft.nl/courses/study-guide/educations/18750,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 12, 13]",CEG.csv,mismatch,ORANGE,[9],"[7, 9, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9];sdgs_manual=[7, 9, 12, 13]"
TRUE,AESM3010,Climate Modelling and Data Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/21186,Yes,MSc,Civil Engineering and Geosciences,,"[4, 7, 9, 11, 13]",CEG.csv,mismatch,ORANGE,[13],"[4, 7, 9, 11, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[13];sdgs_manual=[4, 7, 9, 11, 13]"
TRUE,AESM3020,Data Analysis for Earth Observation,https://studiegids.tudelft.nl/courses/study-guide/educations/18738,Yes,MSc,Civil Engineering and Geosciences,,[13],,only_chatgpt,RED,[13],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[13];sdgs_manual=[]
TRUE,AESM3030,Geo-Energy Engineering Applications,https://studiegids.tudelft.nl/courses/study-guide/educations/18744,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 13]",CEG.csv,mismatch,ORANGE,[],"[7, 9, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[7, 9, 13]"
TRUE,AESM305A-24,Characterisation of the Subsurface,https://studiegids.tudelft.nl/courses/study-guide/educations/18746,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 13]",CEG.csv,mismatch,ORANGE,"[9, 13]","[7, 9, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 13];sdgs_manual=[7, 9, 13]"
TRUE,AESM306A-24,Extraction Processes and Consequences of Raw Materials,https://studiegids.tudelft.nl/courses/study-guide/educations/18751,Yes,MSc,Civil Engineering and Geosciences,,"[9, 12, 13, 17]",,only_chatgpt,RED,"[9, 12, 13, 17]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[9, 12, 13, 17];sdgs_manual=[]"
TRUE,AESM310A,Climate Physics,https://studiegids.tudelft.nl/courses/study-guide/educations/18734,Yes,MSc,Civil Engineering and Geosciences,,"[7, 11, 13, 14, 15]",CEG.csv,mismatch,ORANGE,"[7, 13]","[7, 11, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 13];sdgs_manual=[7, 11, 13, 14, 15]"
TRUE,AESM315A,Climate and Remote Sensing,https://studiegids.tudelft.nl/courses/study-guide/educations/21188,Yes,MSc,Civil Engineering and Geosciences,,[13],,only_chatgpt,RED,[13],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[13];sdgs_manual=[]
TRUE,AESM320A,Earth Observation Technologies,https://studiegids.tudelft.nl/courses/study-guide/educations/21191,Yes,MSc,Civil Engineering and Geosciences,,"[9, 11, 13, 14, 15]",CEG.csv,mismatch,ORANGE,"[9, 13]","[9, 11, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 13];sdgs_manual=[9, 11, 13, 14, 15]"
TRUE,AESM401B-24,Climate and Weather B-module,https://studiegids.tudelft.nl/courses/study-guide/educations/18737,Yes,MSc,Civil Engineering and Geosciences,,"[9, 11, 12, 13]",CEG.csv,mismatch,ORANGE,"[6, 13, 16]","[9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[6, 13, 16];sdgs_manual=[9, 11, 12, 13]"
TRUE,AESM402B-24,Earth Observation B-module,https://studiegids.tudelft.nl/courses/study-guide/educations/18743,Yes,MSc,Civil Engineering and Geosciences,,"[9, 11, 12, 13]",CEG.csv,mismatch,ORANGE,"[13, 16]","[9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[13, 16];sdgs_manual=[9, 11, 12, 13]"
TRUE,AESM403B-24,Geo-Energy B-module,https://studiegids.tudelft.nl/courses/study-guide/educations/18749,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 11, 12, 13, 15]",CEG.csv,mismatch,ORANGE,"[7, 9, 13, 16]","[7, 9, 11, 12, 13, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[7, 9, 13, 16];sdgs_manual=[7, 9, 11, 12, 13, 15]"
TRUE,AESM404B-24,Geo-resources B-module,https://studiegids.tudelft.nl/courses/study-guide/educations/18752,Yes,MSc,Civil Engineering and Geosciences,,"[9, 12, 13, 16]",,only_chatgpt,RED,"[9, 12, 13, 16]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[9, 12, 13, 16];sdgs_manual=[]"
TRUE,AESM5120C,Data Assimilation for the Geosciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18754,Yes,MSc,Civil Engineering and Geosciences,,[17],,only_chatgpt,RED,[17],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[17];sdgs_manual=[]
TRUE,AESM5210C,Climate Remote Sensing,https://studiegids.tudelft.nl/courses/study-guide/educations/18755,Yes,MSc,Civil Engineering and Geosciences,,"[6, 9, 11, 13, 14, 15]",CEG.csv,mismatch,ORANGE,"[6, 13]","[6, 9, 11, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[6, 13];sdgs_manual=[6, 9, 11, 13, 14, 15]"
TRUE,AESM5220C,Microwave Remote Sensing of the Earth’s Surface,https://studiegids.tudelft.nl/courses/study-guide/educations/18756,Yes,MSc,Civil Engineering and Geosciences,,"[6, 9, 11, 13, 14, 15]",CEG.csv,mismatch,ORANGE,"[13, 14, 15]","[6, 9, 11, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[13, 14, 15];sdgs_manual=[6, 9, 11, 13, 14, 15]"
TRUE,AESM5230C,Coastal Remote Sensing,https://studiegids.tudelft.nl/courses/study-guide/educations/18757,Yes,MSc,Civil Engineering and Geosciences,,"[6, 9, 11, 13, 14, 15]",CEG.csv,mismatch,ORANGE,[],"[6, 9, 11, 13, 14, 15]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[6, 9, 11, 13, 14, 15]"
TRUE,AESM5240C,Applied Space Geodesy,https://studiegids.tudelft.nl/courses/study-guide/educations/18758,Yes,MSc,Civil Engineering and Geosciences,,"[7, 8, 9, 11, 13, 17]",,only_chatgpt,RED,"[7, 8, 9, 11, 13, 17]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7, 8, 9, 11, 13, 17];sdgs_manual=[]"
TRUE,AESM5310C,Geo-Energy Integration Project,https://studiegids.tudelft.nl/courses/study-guide/educations/18759,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 11, 12, 13]",CEG.csv,mismatch,ORANGE,"[9, 13]","[7, 9, 11, 12, 13]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[9, 13];sdgs_manual=[7, 9, 11, 12, 13]"
FALSE,AESM5330C,Advanced Reservoir Simulation,https://studiegids.tudelft.nl/courses/study-guide/educations/18760,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESM5410C,Occupational Health and Safety Management,https://studiegids.tudelft.nl/courses/study-guide/educations/18761,Yes,MSc,Civil Engineering and Geosciences,,"[3, 8, 12, 16]",CEG.csv,mismatch,ORANGE,[3],"[3, 8, 12, 16]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[3];sdgs_manual=[3, 8, 12, 16]"
TRUE,AESM5420C,Geo-Resource Research Driven Project,https://studiegids.tudelft.nl/courses/study-guide/educations/18762,Yes,MSc,Civil Engineering and Geosciences,,"[12, 13, 15, 17]",CEG.csv,mismatch,ORANGE,[],"[12, 13, 15, 17]","comparison_status=mismatch;color=ORANGE;sdgs_chatgpt=[];sdgs_manual=[12, 13, 15, 17]"
TRUE,AESM6000,Thesis Preparation,https://studiegids.tudelft.nl/courses/study-guide/educations/18774,Yes,MSc,Civil Engineering and Geosciences,,[16],,only_chatgpt,RED,[16],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[16];sdgs_manual=[]
TRUE,AESM7000,Master Thesis Applied Earth Sciences,https://studiegids.tudelft.nl/courses/study-guide/educations/18775,Yes,MSc,Civil Engineering and Geosciences,,"[9, 12, 13, 15]",,only_chatgpt,RED,"[9, 12, 13, 15]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[9, 12, 13, 15];sdgs_manual=[]"
FALSE,AESQ304A1,Simulation and Building of Stratigraphy,https://studiegids.tudelft.nl/courses/study-guide/educations/1173,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ304A2,Multiphase Flow in Porous Rock,https://studiegids.tudelft.nl/courses/study-guide/educations/1174,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ304A3,Numerical Methods for Subsurface Geoscience Simulation,https://studiegids.tudelft.nl/courses/study-guide/educations/1175,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ305A2,Geomechanics and Structural Geology,https://studiegids.tudelft.nl/courses/study-guide/educations/1176,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ305A3,Advanced Sedimentary Geology,https://studiegids.tudelft.nl/courses/study-guide/educations/1177,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ401B,From Field Observations to Modeling,https://studiegids.tudelft.nl/courses/study-guide/educations/1178,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AESQ402B2,GRS Fieldwork,https://studiegids.tudelft.nl/courses/study-guide/educations/1179,No,MSc,Civil Engineering and Geosciences,,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AESQ403B1-1,Effects of Subsurface Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/1180,Yes,MSc,Civil Engineering and Geosciences,,"[7, 9, 13, 16]",,only_chatgpt,RED,"[7, 9, 13, 16]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7, 9, 13, 16];sdgs_manual=[]"
TRUE,AESQ403B1-2,Geologic Interpretation of Geophysical Data,https://studiegids.tudelft.nl/courses/study-guide/educations/1181,Yes,MSc,Civil Engineering and Geosciences,,[7],,only_chatgpt,RED,[7],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7];sdgs_manual=[]
TRUE,AESQ403B1-3,Geophysical Prospecting,https://studiegids.tudelft.nl/courses/study-guide/educations/1182,Yes,MSc,Civil Engineering and Geosciences,,[7],,only_chatgpt,RED,[7],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7];sdgs_manual=[]
TRUE,AESQ403B1-4,Production Science and Technology,https://studiegids.tudelft.nl/courses/study-guide/educations/1183,Yes,MSc,Civil Engineering and Geosciences,,[9],,only_chatgpt,RED,[9],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[9];sdgs_manual=[]
TRUE,AESQ403B2,Field Lab,https://studiegids.tudelft.nl/courses/study-guide/educations/1184,Yes,MSc,Civil Engineering and Geosciences,,"[7, 13]",,only_chatgpt,RED,"[7, 13]",[],"comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[7, 13];sdgs_manual=[]"
FALSE,AM1060,Algebra 1,https://studiegids.tudelft.nl/courses/study-guide/educations/14322,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AM2040-TWN,Complex Function Theory,https://studiegids.tudelft.nl/courses/study-guide/educations/14324,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AM2050-A TWN,Modelling 2A,https://studiegids.tudelft.nl/courses/study-guide/educations/14337,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AM2090,Real Analysis,https://studiegids.tudelft.nl/courses/study-guide/educations/14303,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
FALSE,AM3001,Bachelor Project,https://studiegids.tudelft.nl/courses/study-guide/educations/14305,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
TRUE,AM3010,AM colloquium,https://studiegids.tudelft.nl/courses/study-guide/educations/14306,Yes,BSc,"Electrical Engineering, Mathematics and Computer Science",,[4],,only_chatgpt,RED,[4],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[4];sdgs_manual=[]
FALSE,AM3510,Mathematical Physical Models,https://studiegids.tudelft.nl/courses/study-guide/educations/14577,No,BSc,"Electrical Engineering, Mathematics and Computer Science",,[],,only_chatgpt,RED,[],[],comparison_status=only_chatgpt;color=RED;sdgs_chatgpt=[];sdgs_manual=[]
